Rank,Tier,Operator,Skill,Module,Score,Phys DPS,Arts DPS,True DPS,Ele DPS,Wave TTC,Boss TTC,HPS,EHP Phys,Support Value
1705,C,Kroos the Keen Glint,无痕,MAR-X: Truth or Dare,35.20,95818.80,0.00,0.00,0.00,1800.00,1800.00,0.00,1710.00,0.49
1706,C,Chestnut,厚土迸发,WDM-X: 地上巡旅纪念灯,35.17,0.00,0.00,0.00,0.00,1800.00,1800.00,84946.74,1207.00,0.00
1707,C,Stainless,RAW,No Module,35.16,0.00,94880.00,0.00,0.00,1800.00,1587.78,0.00,2723.00,0.00
1708,C,Virtuosa,“黄金的狂喜”,No Module,35.11,0.00,12586.67,0.00,273013.33,700.51,142.41,0.00,1201.00,1.33
1709,C,Flametail,RAW,No Module,35.08,34438.10,0.00,0.00,0.00,1800.00,1800.00,0.00,2138.00,0.00
1710,C,Saileach,RAW,BEA-Y: “友谊万岁”,35.07,33910.15,0.00,0.00,0.00,1800.00,1800.00,0.00,2035.00,60.00
1711,C,Укусик,RAW,No Module,35.06,0.00,0.00,0.00,0.00,1800.00,1800.00,82025.26,1650.00,0.00
1712,C,Underflow,行动能力剥夺,SPT-X: 基于咖啡的神经活性剂,35.04,40498.40,0.00,0.00,0.00,1656.39,1800.00,0.00,3253.00,6.67
1713,C,Lappland,狼魂,LOR-X: 'The Young Fang',35.03,128632.94,0.00,0.00,0.00,1800.00,1800.00,0.00,2525.00,105.00
1714,C,Ela,RAW,TRP-D: Social Expectation Backpack,35.02,137634.71,0.00,0.00,0.00,1800.00,1800.00,0.00,1468.00,0.00
1715,C,Ambriel,雷达定位,DEA-X: Portable Radar Equipment,34.99,79294.77,0.00,0.00,0.00,1800.00,1330.74,0.00,1690.00,36.75
1716,C,Sand Reckoner,上紧发条,SUM-X: 过往留痕,34.98,0.00,69995.52,0.00,0.00,1800.00,1138.82,0.00,1151.00,300.00
1717,C,Valarqvin,RAW,RIT-X: 启行未来的灯,34.93,0.00,51984.91,0.00,113158.39,1322.43,316.41,0.00,1242.00,8.00
1718,C,Crackborne,溃决,No Module,34.91,30200.00,0.00,0.00,45430.93,1800.00,930.94,0.00,3195.00,120.00
1719,C,Xingzhu,食不厌精,No Module,34.83,0.00,0.00,0.00,0.00,1800.00,1800.00,59234.62,1984.09,96.00
1720,C,Manticore,蓄力毒尾击,AMB-X: Tail-Protection Training Tool,34.79,42551.89,0.00,0.00,0.00,1468.53,1800.00,0.00,1630.00,12.25
1721,C,Ripresa,合奏起拍,SPC-Y: “暮约”,34.74,0.00,84488.77,0.00,0.00,437.57,929.97,0.00,1670.00,375.00
1722,C,Touch,RAW,PHY-X: Touch证章,34.73,0.00,0.00,0.00,0.00,1800.00,1800.00,53364.04,2265.00,0.00
1723,C,Stormeye,破空,MAR-X: Stormeye证章,34.69,163991.02,0.00,0.00,0.00,1800.00,1800.00,0.00,1750.00,0.00
1724,C,Titi,缓蚀,No Module,34.63,0.00,98668.31,0.00,0.00,1800.00,1117.17,49334.16,2107.50,0.00
1725,C,Stainless,高效补给,CRA-Y: 海布里印记,34.60,0.00,131769.34,0.00,0.00,1800.00,1134.13,0.00,3123.00,0.00
1726,C,Heavyrain,应急迷彩,PRO-Y: Stickers of a Popular Character,34.58,19500.00,0.00,0.00,0.00,1800.00,1800.00,0.00,4455.00,0.00
1727,C,Zinogre S Catapult,RAW,No Module,34.54,44896.00,0.00,0.00,0.00,1800.00,1800.00,0.00,3010.00,0.00
1728,C,Pepe,RAW,No Module,34.52,62400.00,0.00,0.00,0.00,408.99,1800.00,0.00,2851.00,0.00
1729,C,Ch'en,RAW,SWO-Y: Good Old School Days,34.46,152098.46,0.00,0.00,0.00,1448.04,1800.00,0.00,2880.00,0.00
1730,C,Doc,RAW,INS-Y: 'The Third Power',34.46,151580.95,0.00,0.00,0.00,1800.00,1800.00,0.00,3116.10,0.00
1731,C,Saileach,RAW,No Module,34.46,33910.15,0.00,0.00,0.00,1800.00,1800.00,0.00,1835.00,60.00
1732,C,Ripresa,直到终曲,SPC-Y: “暮约”,34.36,0.00,80453.30,0.00,0.00,464.18,973.63,0.00,1670.00,375.00
1733,C,Hibiscus the Purifier,抚业之触,No Module,34.34,0.00,56824.84,0.00,0.00,1800.00,1404.87,28412.42,1508.00,210.00
1734,C,Frost,陷阱部署,No Module,34.34,77667.22,0.00,0.00,0.00,1800.00,1800.00,0.00,1359.00,18.37
1735,C,Frostleaf,凝冰枪刃,LOR-X: The Seamless Mixtape,34.32,47833.33,0.00,0.00,0.00,1800.00,1800.00,0.00,2260.00,7.50
1736,C,Raidian,律动线,No Module,34.31,0.00,80385.00,0.00,0.00,1800.00,1800.00,0.00,4596.70,37.50
1737,C,Mulberry,安全区域,WDM-X: 宁心静神,34.29,0.00,0.00,0.00,0.00,1800.00,1800.00,66250.70,1447.00,65.62
1738,C,Sharp,快刀,No Module,34.27,116270.00,0.00,0.00,0.00,1800.00,1800.00,0.00,3472.00,0.00
1739,C,Silence,治疗强化·γ型,PHY-Y: Emergency Self-Defense Procedures,34.21,0.00,0.00,0.00,0.00,1800.00,1800.00,90159.33,1715.00,42.00
1740,C,Stormeye,旋臂,No Module,34.19,100464.00,0.00,0.00,0.00,1472.86,1800.00,0.00,2862.00,0.00
1741,C,Dorothy,高速共振排障,TRP-Y: Story Book,34.16,101816.94,127027.93,0.00,0.00,1377.16,799.08,0.00,1657.00,33.33
1742,C,Windscoot,招无虚发,LIB-X: 义,34.16,16560.00,0.00,0.00,0.00,1800.00,1800.00,0.00,3585.00,0.00
1743,C,Wild Mane,骑枪刺击,CHG-X: Spear Replacement Suit,34.16,129744.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2225.00,0.00
1744,C,Coldshot,攻击力强化·γ型,No Module,34.14,221541.38,0.00,0.00,0.00,1359.01,687.40,0.00,1855.00,0.00
1745,C,Marcille,RAW,No Module,34.11,0.00,90612.07,0.00,0.00,621.60,1268.22,0.00,1805.00,162.50
1746,C,Flint,不息,FGT-Y: Meaning of Flowers,34.08,149476.68,0.00,0.00,0.00,1800.00,1800.00,0.00,2680.00,6.67
1747,C,Angelina,秘杖·速充模式,No Module,34.07,0.00,126656.84,0.00,0.00,1800.00,1142.11,0.00,1635.00,24.00
1748,C,Eunectes,钢铁意志,No Module,34.07,132562.50,0.00,0.00,0.00,1800.00,1800.00,0.00,7438.40,79.20
1749,C,Verdant,苍翠屏障,No Module,34.06,93000.00,0.00,0.00,0.00,1800.00,1800.00,0.00,3965.50,0.00
1750,C,Honeyberry,RAW,WDM-X: 落地之后,34.05,0.00,0.00,0.00,0.00,1800.00,1800.00,53000.00,2087.22,0.00
1751,C,Texas,RAW,SOL-Y: Private Field Supply Package,34.04,0.00,66072.38,0.00,0.00,1800.00,1800.00,0.00,2105.00,0.00
1752,C,Mountain,震地碎岩击,No Module,34.04,50465.89,0.00,0.00,0.00,914.99,1800.00,0.00,2745.00,0.00
1753,C,Enforcer,惊爆射击,No Module,33.93,27650.00,0.00,0.00,0.00,1630.67,1800.00,0.00,1937.00,48.99
1754,C,Bellone,家主的余裕,No Module,33.91,113335.79,0.00,0.00,0.00,1800.00,1800.00,0.00,2625.00,105.00
1755,C,Executor the Ex Foedere,近身铳斗,REA-X: Unanswered,33.91,79076.52,0.00,0.00,0.00,238.52,1773.39,0.00,2491.00,0.00
1756,C,Underflow,行动能力剥夺,No Module,33.90,31878.68,0.00,0.00,0.00,1800.00,1800.00,0.00,3253.00,6.67
1757,C,Mitm,遥控解体,TAC-Y: 内敛锋芒,33.80,30269.61,0.00,0.00,0.00,1800.00,1800.00,0.00,1520.00,0.00
1758,C,Kal'tsit,指令：结构加固,PHY-Y: Panacea,33.70,0.00,0.00,0.00,0.00,1800.00,1800.00,75331.05,1828.00,0.00
1759,C,Pallas,RAW,INS-Y: 'Light of Heria',33.69,86460.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1963.00,0.00
1760,C,Delphine,“贯注”,No Module,33.68,0.00,103118.40,0.00,0.00,1800.00,1060.69,0.00,2757.60,300.00
1761,C,Cairn,RAW,PRP-X: “降落伞”,33.62,35362.50,0.00,0.00,140492.62,1800.00,380.81,0.00,3833.00,0.00
1762,C,Irene,RAW,No Module,33.57,140285.54,0.00,0.00,0.00,1800.00,1800.00,0.00,2935.00,0.00
1763,C,Kal'tsit,RAW,PHY-Y: Panacea,33.57,0.00,0.00,0.00,0.00,1800.00,1800.00,57753.81,1828.00,0.00
1764,C,Qiubai,问雪,LOR-Y: 欲雪时,33.56,98988.70,0.00,0.00,0.00,1800.00,1800.00,0.00,2760.00,0.00
1765,C,Nyamu Yūtenji,如麦般生长,HAM-X: 年轻的麦子,33.55,101894.90,0.00,0.00,0.00,387.85,1800.00,0.00,2660.00,120.00
1766,C,PhonoR-0,RAW,No Module,33.52,0.00,11275.00,0.00,10570.31,1800.00,1785.42,0.00,1170.00,150.00
1767,C,Asbestos,火电模式,No Module,33.50,0.00,63806.40,0.00,0.00,951.10,1160.38,0.00,3135.00,0.00
1768,C,Courier,冲锋号令·防御,SOL-X: Low Temperature Resistant Communication Equipment,33.45,25874.29,0.00,0.00,0.00,1800.00,1800.00,0.00,2180.00,0.00
1769,C,Kroos the Keen Glint,无痕,No Module,33.38,82431.36,0.00,0.00,0.00,1800.00,1800.00,0.00,1520.00,0.49
1770,C,Magallan,高效制冷模块,SUM-Y: Instructional Soaring Dragon Drone,33.34,0.00,40720.00,0.00,0.00,1800.00,1800.00,0.00,1103.00,6.67
1771,C,Odda,RAW,HAM-X: 旧背包,33.34,137465.42,0.00,0.00,0.00,272.77,1334.04,0.00,2843.00,0.00
1772,C,Stainless,极致火力,CRA-Y: 海布里印记,33.32,0.00,139916.37,0.00,0.00,1800.00,1052.42,0.00,3123.00,0.00
1773,C,Sankta Miksaparato,RAW,SPT-X: 毛刷套装,33.30,51084.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,0.00
1774,C,Stainless,高效补给,CRA-X: FMC-Crawler,33.27,0.00,132908.16,0.00,0.00,1800.00,1099.76,0.00,2723.00,0.00
1775,C,Sora,睡眠之歌,No Module,33.18,0.00,0.00,0.00,0.00,1800.00,1800.00,78013.12,1356.00,0.00
1776,C,Gracebearer,破膛弥撒,No Module,33.14,109000.92,0.00,0.00,69495.00,315.94,634.89,0.00,2600.00,0.00
1777,C,Tippi,专业喷绘技巧,No Module,33.13,100444.44,0.00,0.00,0.00,1800.00,1800.00,0.00,2368.00,0.00
1778,C,Magallan,高效制冷模块,No Module,33.12,0.00,37520.00,0.00,0.00,1800.00,1800.00,0.00,1103.00,6.67
1779,C,Nyamu Yūtenji,如焰般热烈,No Module,33.11,103368.55,0.00,0.00,0.00,336.27,1800.00,0.00,2482.00,120.00
1780,C,Executor the Ex Foedere,近身铳斗,REA-Y: 已知悉,32.98,70016.12,0.00,0.00,0.00,275.46,1800.00,0.00,2841.00,0.00
1781,C,Degenbrecher,RAW,SWO-X: 'Footnotes of the Past',32.91,129569.23,0.00,0.00,0.00,1724.09,1800.00,0.00,3011.00,0.00
1782,C,Weedy,水炮模式,PUS-X: Custom Bionic Seadragon,32.90,53031.71,0.00,0.00,0.00,382.80,1499.09,0.00,2343.00,0.00
1783,C,Violet Mizutsune Orchid,龙之箭,ARC-X: 梓兰特制箭靶,32.88,182220.55,0.00,0.00,0.00,891.94,1595.30,0.00,1788.00,0.00
1784,C,Dorothy,高速共振排障,TRP-X: 梦中人,32.88,95739.53,122809.19,0.00,0.00,1448.72,827.70,0.00,1502.00,33.33
1785,C,Windflit,RAW,CRA-X: 'A Bright Idea Occurs',32.81,0.00,157908.80,0.00,0.00,1800.00,940.86,0.00,2900.00,0.00
1786,C,Carnelian,沙暴守卫,PLX-Y: Always Have Your Back,32.79,0.00,152366.72,0.00,0.00,458.64,958.96,0.00,2106.00,0.00
1787,C,Sharp,RAW,DRE-X: Sharp证章,32.76,136559.50,0.00,0.00,0.00,1800.00,1800.00,0.00,3812.00,0.00
1788,C,Windscoot,招无虚发,No Module,32.76,14311.11,0.00,0.00,0.00,1800.00,1800.00,0.00,3355.00,0.00
1789,C,Indra,RAW,No Module,32.74,155897.44,0.00,0.00,0.00,1800.00,1800.00,0.00,2565.00,0.00
1790,C,Touch,恳切福音,PHY-X: Touch证章,32.71,0.00,0.00,0.00,0.00,1800.00,1800.00,70997.37,3020.00,0.00
1791,C,Pallas,RAW,No Module,32.71,72057.14,0.00,0.00,0.00,1800.00,1800.00,0.00,1963.00,0.00
1792,C,Ch'en,RAW,SWO-X: Rhodes Island Standard Combat Sword,32.70,132888.07,0.00,0.00,0.00,1677.58,1800.00,0.00,2880.00,0.00
1793,C,Hung,RAW,GUA-Y: Popular Sitcom Tapes,32.67,27216.67,0.00,0.00,0.00,1800.00,1800.00,0.00,3709.41,0.00
1794,C,Tragodia,暗夜回声,RIT-X: 酒神之心,32.64,0.00,10624.00,0.00,324896.00,576.51,112.78,0.00,1400.00,200.00
1795,C,Sand Reckoner,上紧发条,No Module,32.64,0.00,50112.00,0.00,0.00,1800.00,1603.64,0.00,1040.00,300.00
1796,C,Amiya (Medic),RAW,No Module,32.59,0.00,79800.00,0.00,0.00,1800.00,1800.00,39900.00,1911.60,24.00
1797,C,Angelina,RAW,DEC-X: Experimental Anti-Gravity Module,32.58,0.00,84477.47,0.00,0.00,1800.00,1787.25,0.00,1735.00,24.00
1798,C,Wind Chimes,RAW,No Module,32.58,52356.96,0.00,0.00,0.00,1800.00,1800.00,0.00,5952.45,0.00
1799,C,Asbestos,RAW,AST-X: “石棉大战双头钳兽”,32.58,0.00,77970.00,0.00,0.00,1800.00,1387.34,0.00,3285.00,0.00
1800,C,Courier,冲锋号令·防御,No Module,32.55,20571.43,0.00,0.00,0.00,1800.00,1800.00,0.00,1985.00,0.00
1801,C,Broca,RAW,CEN-X: 'Buddies',32.52,66596.70,0.00,0.00,0.00,236.10,1800.00,0.00,2490.00,0.00
1802,C,Utage,落地斩·破门,No Module,32.51,220469.75,0.00,0.00,0.00,1428.01,1800.00,0.00,5166.00,0.00
1803,C,Heidi,虚构故事·怒士,No Module,32.45,0.00,0.00,0.00,0.00,1800.00,1800.00,51483.52,1260.00,110.00
1804,C,Nian,锡灼,No Module,32.41,70268.83,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,0.00
1805,C,Chiave,RAW,SOL-Y: Homemade Jack,32.34,65640.11,0.00,0.00,0.00,1800.00,1800.00,0.00,1824.00,0.00
1806,C,Exusiai,RAW,MAR-X: Exusiai's Surprise,32.33,101985.91,0.00,0.00,0.00,1800.00,1800.00,0.00,2421.90,0.00
1807,C,Fiammetta,RAW,ART-X: A Long Journey,32.30,170760.50,0.00,0.00,0.00,295.19,954.06,0.00,1945.26,0.00
1808,C,Broca,通电,No Module,32.30,60939.00,0.00,0.00,0.00,257.19,1800.00,0.00,2335.00,0.00
1809,C,Ch'en,赤霄·拔刀,SWO-Y: Good Old School Days,32.24,107939.94,0.00,0.00,0.00,380.34,1009.64,0.00,2880.00,0.00
1810,C,Mechanist,不变性原理,No Module,32.22,8050.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,35.00
1811,C,Matterhorn,体能强化,No Module,32.19,18750.00,0.00,0.00,0.00,1800.00,1800.00,0.00,5899.50,0.00
1812,C,Sakiko Togawa,RAW,LOR-Y: 无言的约定,32.19,96036.92,0.00,0.00,0.00,1800.00,1800.00,0.00,2356.00,0.00
1813,C,Stainless,极致火力,CRA-X: FMC-Crawler,32.15,0.00,142912.00,0.00,0.00,1800.00,1010.49,0.00,2723.00,0.00
1814,C,Silence,RAW,PHY-Y: Emergency Self-Defense Procedures,32.15,0.00,0.00,0.00,0.00,1800.00,1800.00,62178.85,1715.00,42.00
1815,C,Windscoot,以攻为守,LIB-X: 义,32.13,2018.25,0.00,0.00,0.00,1800.00,1800.00,0.00,3585.00,0.00
1816,C,Eyjafjalla,RAW,CCR-X: 'Missed Sounds',32.12,0.00,128598.75,0.00,0.00,1800.00,826.39,0.00,1923.00,48.00
1817,C,Ch'en the Dawnstreak,RAW,No Module,32.11,0.00,159250.15,0.00,0.00,1800.00,675.81,0.00,2910.00,0.00
1818,C,Kestrel,RAW,SOL-Y: Intimidator,32.11,44475.73,0.00,0.00,0.00,1800.00,1800.00,0.00,2140.00,0.00
1819,C,Degenbrecher,归于宁静,SWO-Y: 新合同,32.11,121618.82,0.00,0.00,0.00,524.08,662.33,0.00,3041.00,0.00
1820,C,Figurino,RAW,MER-X: “头面人物”,32.09,117526.50,0.00,0.00,0.00,1800.00,1800.00,0.00,2613.00,0.00
1821,C,Luo Xiaohei,碎金为刃,LOR-Y: Ball of Yarn,32.07,158338.24,0.00,0.00,0.00,1800.00,1800.00,0.00,4280.00,0.00
1822,C,Goldenglow,澄净闪耀,FUN-Y: 梦想终将实现,32.07,0.00,84561.69,0.00,0.00,1800.00,622.47,0.00,1480.00,3.33
1823,C,Bagpipe,闭膛连发,No Module,32.07,70188.37,0.00,0.00,0.00,1800.00,1800.00,0.00,2484.00,0.00
1824,C,Jessica,掩护烟幕,MAR-Y: Jessica's Order,32.06,86365.44,0.00,0.00,0.00,1800.00,1800.00,0.00,1320.00,144.23
1825,C,Vetochki,生存决心,No Module,32.04,114887.50,0.00,0.00,0.00,697.52,974.37,0.00,5996.80,0.00
1826,C,Haruka,夜啼彩羽,No Module,32.01,0.00,0.00,0.00,0.00,1800.00,1800.00,41804.80,2695.71,0.00
1827,C,Savage,RAW,CEN-X: Hit the Road,31.98,56390.62,0.00,0.00,0.00,285.17,1800.00,0.00,2430.00,0.00
1828,C,Bagpipe,RAW,CHG-X: Piledriver Spear Magazine,31.98,66296.96,0.00,0.00,0.00,1800.00,1800.00,0.00,2664.00,0.00
1829,C,Lappland,RAW,LOR-X: 'The Young Fang',31.96,67423.83,0.00,0.00,0.00,1800.00,1800.00,0.00,2525.00,105.00
1830,C,Stormeye,心手合一,No Module,31.93,62568.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1590.00,0.00
1831,C,Qiubai,RAW,LOR-Y: 欲雪时,31.82,68544.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2760.00,0.00
1832,C,Vigil,RAW,TAC-X: La Punciuta,31.80,54099.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1935.00,0.00
1833,C,Mutsumi Wakaba,RAW,No Module,31.78,86633.33,0.00,0.00,0.00,1800.00,1800.00,0.00,3474.43,0.00
1834,C,Ambriel,RAW,DEA-X: Portable Radar Equipment,31.77,54322.96,0.00,0.00,0.00,1800.00,1800.00,0.00,1690.00,36.75
1835,C,Poncirus,RAW,SOL-X: The Morning Star of the Homeseeker,31.72,41925.71,0.00,0.00,0.00,1800.00,1800.00,0.00,3489.75,0.00
1836,C,Varkáris,奔流,CEN-Y: 回家的路,31.72,86672.55,0.00,0.00,0.00,288.66,1800.00,0.00,5291.25,0.00
1837,C,Hoshiguma,战意,PRO-X: Amulet,31.71,38103.33,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,20.00
1838,C,Mountain,左勾扫拳,FGT-Y: 'Price of Freedom',31.69,154402.42,0.00,0.00,0.00,891.92,1799.37,0.00,2945.00,0.00
1839,C,Dorothy,RAW,TRP-Y: Story Book,31.67,101816.94,127027.93,0.00,0.00,1377.16,799.08,0.00,1657.00,0.00
1840,C,Skadi,RAW,No Module,31.66,105288.00,0.00,0.00,0.00,1800.00,1800.00,0.00,3866.00,0.00
1841,C,Entelechia,RAW,No Module,31.66,49230.77,0.00,0.00,0.00,828.58,1800.00,0.00,5463.53,0.00
1842,C,Rosa,RAW,SIE-Y: “心”,31.65,139161.65,0.00,0.00,0.00,373.51,670.66,0.00,1755.00,0.00
1843,C,Pepe,盖戳！,HAM-X: 晴雨,31.65,130365.39,0.00,0.00,0.00,176.88,234.71,0.00,3151.00,0.00
1844,C,Blitz,RAW,No Module,31.61,83231.25,0.00,0.00,0.00,1800.00,1800.00,0.00,3213.00,0.00
1845,C,Tuye,RAW,PHY-X: Water Still Device,31.61,0.00,0.00,0.00,0.00,1800.00,1800.00,77115.79,2445.00,0.00
1846,C,Bagpipe,高效冲击,CHG-Y: Stick and Sack,31.60,142864.22,0.00,0.00,0.00,1800.00,1800.00,0.00,4471.20,0.00
1847,C,Ashlock,RAW,FOR-X: Outdoor Essential Kit,31.58,78066.86,0.00,0.00,0.00,469.74,1800.00,0.00,3532.00,0.00
1848,C,Figurino,缝线缠身,MER-X: “头面人物”,31.58,113113.70,0.00,0.00,0.00,408.07,1800.00,0.00,2613.00,0.00
1849,C,Archetto,箭矢·暴风,No Module,31.57,138110.40,0.00,0.00,0.00,1278.33,1800.00,0.00,1705.00,0.00
1850,C,La Pluma,收割,No Module,31.54,69116.47,0.00,0.00,0.00,279.11,1800.00,0.00,3375.00,0.00
1851,C,Укусик,“捉迷藏！”,XAH-X: “睡前故事”,31.51,0.00,0.00,0.00,0.00,1800.00,1800.00,103701.75,2133.25,0.00
1852,C,Bena,RAW,No Module,31.48,70033.33,0.00,0.00,0.00,1800.00,1800.00,0.00,4271.93,0.00
1853,C,Chestnut,厚土迸发,No Module,31.47,0.00,0.00,0.00,0.00,1800.00,1800.00,78864.63,1137.00,0.00
1854,C,Angelina,RAW,No Module,31.46,0.00,73940.21,0.00,0.00,1800.00,1800.00,0.00,1635.00,24.00
1855,C,Matterhorn,抗寒体质,No Module,31.44,14375.00,0.00,0.00,0.00,1800.00,1800.00,0.00,4852.50,0.00
1856,C,Skybox,RAW,No Module,31.42,62752.38,0.00,0.00,0.00,1800.00,1800.00,0.00,1558.00,31.98
1857,C,Shalem,RAW,No Module,31.41,0.00,111579.32,0.00,0.00,1800.00,931.13,0.00,3090.00,0.00
1858,C,Shalem,RAW,No Module,31.41,0.00,111579.32,0.00,0.00,1800.00,931.13,0.00,3090.00,0.00
1859,C,Gracebearer,RAW,No Module,31.39,167093.33,0.00,0.00,123546.67,675.75,686.74,0.00,2600.00,0.00
1860,C,Weedy,水炮模式,PUS-Y: New Bionic Prototype,31.36,47056.62,0.00,0.00,0.00,436.07,1361.21,0.00,2133.00,0.00
1861,C,Hoshiguma,战意,No Module,31.36,38103.33,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,20.00
1862,C,Nowell,步履不停,WAH-Y: 致祖父,31.33,0.00,0.00,0.00,0.00,1800.00,1800.00,63522.22,1512.00,120.00
1863,C,Amiya (Guard),影霄·绝影,AFT-X: 待调弦的怒火,31.28,0.00,141246.14,3694.20,0.00,1800.00,736.86,0.00,2629.00,38.50
1864,C,Degenbrecher,RAW,No Module,31.20,114775.38,0.00,0.00,0.00,1800.00,1800.00,0.00,2891.00,0.00
1865,C,Surtr,RAW,AFT-X: 萨米的不灭心脏碎片,31.19,0.00,145463.04,0.00,0.00,1800.00,440.63,0.00,2916.00,0.00
1866,C,Angelina,秘杖·微粒模式,DEC-X: Experimental Anti-Gravity Module,31.16,0.00,104813.88,0.00,0.00,1800.00,1430.85,0.00,1735.00,24.00
1867,C,Papyrus,RAW,No Module,31.15,0.00,0.00,0.00,0.00,1800.00,1800.00,78458.95,1715.00,0.00
1868,C,Kirara,锚点捕捉,AMB-X: We Will Survive 3 Online,31.09,42685.71,0.00,0.00,0.00,1800.00,1800.00,0.00,7385.00,0.00
1869,C,April,灵活伪装,MAR-Y: Hi-Fi Headset,31.08,159408.00,0.00,0.00,0.00,1564.66,1800.00,0.00,1470.00,0.00
1870,C,Exusiai,RAW,MAR-Y: 欢迎光临，企鹅物流,31.07,107801.74,0.00,0.00,0.00,1800.00,1800.00,0.00,1890.49,0.00
1871,C,Czerny,纷飞十指,No Module,31.07,0.00,95333.33,0.00,0.00,1800.00,1024.49,0.00,3122.00,0.00
1872,C,Windscoot,以攻为守,No Module,31.06,1875.94,0.00,0.00,0.00,1800.00,1800.00,0.00,3355.00,0.00
1873,C,Stainless,高效补给,No Module,31.04,0.00,117651.20,0.00,0.00,1800.00,1274.18,0.00,2723.00,0.00
1874,C,Fiammetta,“你须愧悔”,ART-Y: 'Out-Law' Special Ammunition Surplus,31.01,221212.09,0.00,0.00,0.00,221.46,732.24,0.00,1935.63,0.00
1875,C,Croissant,自动防御,PRO-Y: Combat Boots,30.98,15333.33,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,0.00
1876,C,Philae,RAW,No Module,30.96,43556.25,0.00,0.00,65010.94,1800.00,937.12,0.00,3667.05,0.00
1877,C,Tomimi,部族技艺,No Module,30.91,0.00,210540.00,0.00,0.00,1437.44,501.64,0.00,1920.00,0.00
1878,C,Thorns the Lodestar,RAW,ALC-X: 三面的金币,30.89,0.00,0.00,0.00,0.00,1800.00,1800.00,43969.80,1293.00,0.00
1879,C,Grani,永不后退！,CHG-X: Cavalry Policeman Suit,30.88,53827.20,0.00,0.00,0.00,1800.00,1800.00,0.00,2435.00,0.00
1880,C,Bena,奋力修剪,"PUM-Y: The Jeffreys Collection of Fairytales New and Old, Hardback Edition",30.87,139290.56,0.00,0.00,0.00,1800.00,1800.00,0.00,3654.81,0.00
1881,C,Eunectes,震慑劈砍,No Module,30.86,101631.25,0.00,0.00,0.00,1800.00,1800.00,0.00,7438.40,79.20
1882,C,Record Keeper,RAW,PHY-X: 未完成的录武簿,30.82,0.00,0.00,0.00,0.00,1800.00,1800.00,67554.23,2550.00,0.00
1883,C,Mutsumi Wakaba,破坏与滋养,PUM-Y: 睦的新朋友,30.80,111539.27,0.00,0.00,0.00,1800.00,1800.00,0.00,4626.14,0.00
1884,C,Enforcer,护身射击,"PUS-X: Heaven, Here, Now",30.80,35650.00,0.00,0.00,0.00,379.31,1800.00,0.00,2177.00,24.50
1885,C,Sesa,RAW,ART-X: 'Soul Resonance',30.79,76926.06,0.00,0.00,0.00,758.48,1800.00,0.00,1655.00,240.00
1886,C,Swire,指挥调度,INS-X: Self-defense Lipstick,30.78,124579.47,0.00,0.00,0.00,1798.65,1800.00,0.00,2084.00,0.00
1887,C,Zuo Le,RAW,No Module,30.76,92000.00,0.00,0.00,0.00,1800.00,1800.00,0.00,5787.00,0.00
1888,C,Pith,“为我所为”,SPC-X: Pith证章,30.74,0.00,153902.52,0.00,0.00,332.30,677.09,0.00,1950.00,0.00
1889,C,Manticore,蓄力毒尾击,No Module,30.72,27505.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1630.00,12.25
1890,C,Rosmontis,RAW,No Module,30.70,135380.19,0.00,0.00,0.00,385.77,1800.00,0.00,1944.00,0.00
1891,C,Pallas,胜利的连击,INS-X: 'Ούρος',30.68,197264.16,0.00,0.00,0.00,1083.39,752.22,0.00,2173.00,0.00
1892,C,Nyamu Yūtenji,如麦般生长,No Module,30.67,92472.91,0.00,0.00,0.00,1505.62,1800.00,0.00,2482.00,120.00
1893,C,Akafuyu,RAW,SBL-X: Samurai Armor,30.65,95450.00,0.00,0.00,0.00,1800.00,1800.00,0.00,7270.00,0.00
1894,C,Weedy,水炮模式,No Module,30.64,41726.62,0.00,0.00,0.00,1485.81,1800.00,0.00,2133.00,0.00
1895,C,Qiubai,问雪,LOR-X: A Weathered Snow Hat,30.61,90434.22,0.00,0.00,0.00,1800.00,1800.00,0.00,2480.00,0.00
1896,C,SilverAsh,RAW,No Module,30.60,61453.27,0.00,0.00,0.00,1800.00,1800.00,0.00,2560.00,0.00
1897,C,Bagpipe,RAW,No Module,30.59,53635.84,0.00,0.00,0.00,1800.00,1800.00,0.00,2484.00,0.00
1898,C,Jaye,RAW,MER-X: Steel Tool Set,30.57,154512.00,0.00,0.00,0.00,1618.65,1800.00,0.00,2284.00,0.00
1899,C,Honeyberry,振奋,WDM-X: 落地之后,30.57,0.00,0.00,0.00,0.00,1800.00,1800.00,68807.02,2087.22,0.00
